id,price_doc
30474,5304703.93932162
30475,8307689.222516684
30476,5240703.931020716
30477,5832945.59482437
30478,5058796.395022324
30479,8984837.978763884
30480,4195605.407407092
30481,4249033.7971494
30482,4503082.495921093
30483,4847872.207607266
30484,6103125.854219247
30485,4916631.638802296
30486,3535362.437558796
30487,4487917.784975343
30488,6586177.128384176
30489,5808483.041406507
30490,22363158.75024641
30491,17782306.29789434
30492,6059023.269360678
30493,12601100.8031632
30494,6872268.628484192
30495,10090406.725179939
30496,8106402.543924941
30497,7934404.702311223
30498,4303701.7813815
30499,7848696.687335067
30500,11729658.346424902
30501,6817568.777956681
30502,3038000.5861858176
30503,5971205.589357896
30504,5917610.271132733
30505,11167148.681488827
30506,2963160.205227138
30507,4797489.648216964
30508,5226099.828775522
30509,7708627.85141548
30510,9285712.837386949
30511,6271912.351733859
30512,6073865.313288588
30513,4120083.6736950534
30514,3274328.4017267195
30515,9879679.193293897
30516,5619715.388878202
30517,10906422.359900434
30518,7562341.974324672
30519,4624047.436867207
30520,7291411.293022697
30521,5796932.391491358
30522,7273499.850794098
30523,6542501.0982537065
30524,9700534.627441557
30525,9563376.905535588
30526,4826907.235574216
30527,4991963.388295378
30528,7089229.877753523
30529,6193348.545483264
30530,5929522.70295776
30531,14625586.244390175
30532,4628749.3238484375
30533,10617753.716155678
30534,6750857.621345097
30535,9291122.944725702
30536,5474931.837726256
30537,11400141.871398777
30538,4838846.405298048
30539,8228272.466320515
30540,9743422.46639564
30541,5943826.563829035
30542,2285713.3211894473
30543,5694106.938228412
30544,7030771.909596098
30545,8070158.453280417
30546,4213112.126469124
30547,10708999.98346527
30548,4516351.178717774
30549,5226765.850492564
30550,13316195.9180792
30551,5026967.069171811
30552,1985021.9094211536
30553,7374354.458861635
30554,10923899.8540261
30555,5914882.423329854
30556,9260738.620306293
30557,7851011.811613043
30558,8268420.882919957
30559,6286362.965656909
30560,5707624.874247238
30561,6965767.754497493
30562,12234581.752395185
30563,4598073.306327231
30564,7188257.784452431
30565,7154752.951595343
30566,7182676.693416245
30567,2263699.6040668855
30568,9818083.146800581
30569,11034987.239133691
30570,6406254.359424526
30571,7766377.191532637
30572,4806589.520190024
30573,6234252.087777321
30574,6095062.474319569
30575,6975685.415584194
30576,4882029.658602522
30577,4127581.1424119486
30578,2931548.8612858597
30579,7252138.784524897
30580,4700103.6070273165
30581,5081391.446111978
30582,12075716.183991937
30583,7077370.573174165
30584,4407084.1534952335
30585,2983244.92012859
30586,9305411.731865153
30587,5793587.228031773
30588,7256997.989753319
30589,7719448.53789456
30590,12287648.898966411
30591,5005003.851824599
30592,6927040.31077788
30593,7591541.360024686
30594,6323666.250184856
30595,5391665.685757198
30596,6595825.121772732
30597,6205076.667181469
30598,9666255.964345887
30599,8912256.247367227
30600,4638584.368231703
30601,5964277.736418661
30602,2145926.1148083294
30603,11813130.036114693
30604,4679838.732301073
30605,6509106.841081015
30606,20034375.52207588
30607,6084091.680943681
30608,9072919.472213205
30609,5909094.9935701005
30610,2983136.1469687987
30611,5251739.253124298
30612,7220755.164100366
30613,8926595.475666378
30614,17311894.725413647
30615,7948225.829405213
30616,5397805.336055846
30617,9975370.513652816
30618,4809637.088584104
30619,4115587.143664113
30620,2681556.2997273644
30621,8550406.944881836
30622,7742673.666429526
30623,6081686.592157047
30624,6551557.5054316
30625,7690048.5326915905
30626,6136882.76702166
30627,7221329.397307789
30628,6177963.879304658
30629,4891038.8438117625
30630,4463981.215760297
30631,6227335.258453655
30632,4087375.206139742
30633,6573169.709189607
30634,11094553.321843848
30635,9751211.447981462
30636,5682216.180968356
30637,9429686.874214739
30638,6019204.956227703
30639,7281162.509042951
30640,4589588.627190239
30641,8093284.577291768
30642,6709301.364493097
30643,7783852.206079461
30644,9666255.964345887
30645,7388612.484271498
30646,5070266.3089693505
30647,4685465.055337091
30648,25689915.915643573
30649,2640228.439368939
30650,4752146.854117421
30651,3059395.9988214034
30652,4488977.023274885
