id,price_doc
30474,5811138.5
30475,8612436.0
30476,6047940.0
30477,5680139.5
30478,5506314.5
30479,9369840.0
30480,4517518.0
30481,4378324.0
30482,5026516.0
30483,4808716.5
30484,6556379.0
30485,5290919.0
30486,4147981.5
30487,4264020.5
30488,6521299.5
30489,6337275.5
30490,22739960.0
30491,19365366.0
30492,6214298.0
30493,13752088.0
30494,7151014.0
30495,11502646.0
30496,8789856.0
30497,9085388.0
30498,4517885.5
30499,7965293.0
30500,11515594.0
30501,7450909.5
30502,3459469.2
30503,6777146.0
30504,6000328.0
30505,11440636.0
30506,3577729.5
30507,5041587.0
30508,5705968.5
30509,8052133.5
30510,9246838.0
30511,6588110.0
30512,6883168.0
30513,4497471.5
30514,3692715.5
30515,9686100.0
30516,6173228.5
30517,11486424.0
30518,8035725.0
30519,4809200.0
30520,7074880.5
30521,6392835.0
30522,7792290.0
30523,7006336.5
30524,11666534.0
30525,10918092.0
30526,5306437.5
30527,5504321.5
30528,7122477.5
30529,7108155.0
30530,6607766.5
30531,15763544.0
30532,5000475.0
30533,11484454.0
30534,7194595.0
30535,9424514.0
30536,5982117.5
30537,12205048.0
30538,5367262.5
30539,10761196.0
30540,9665264.0
30541,7040989.5
30542,2393874.8
30543,5985614.0
30544,7724649.0
30545,9173380.0
30546,4530914.0
30547,9493492.0
30548,4633935.0
30549,5312604.5
30550,12485054.0
30551,5198314.5
30552,2068882.1
30553,8241335.0
30554,11269314.0
30555,6663357.0
30556,8952644.0
30557,7877885.0
30558,9582936.0
30559,7091993.0
30560,6641889.0
30561,7224467.5
30562,11954208.0
30563,5147605.0
30564,7630244.5
30565,7179449.0
30566,7215222.0
30567,2347037.2
30568,10053734.0
30569,9997702.0
30570,6923369.5
30571,7687942.5
30572,5235284.0
30573,6679977.5
30574,6894930.5
30575,8173654.5
30576,5214482.0
30577,4708248.5
30578,3616853.5
30579,7765242.5
30580,4997345.5
30581,5617500.0
30582,14294066.0
30583,7319947.5
30584,4793839.5
30585,2975037.8
30586,9653988.0
30587,6355347.5
30588,8670582.0
30589,8125768.0
30590,13712002.0
30591,4858565.5
30592,7075741.0
30593,8510532.0
30594,7887365.0
30595,5797696.0
30596,7505616.0
30597,6679977.5
30598,9683674.0
30599,12240706.0
30600,5419182.5
30601,6461888.5
30602,1953235.8
30603,12649080.0
30604,4848474.0
30605,6767251.0
30606,26603246.0
30607,7079986.0
30608,8733820.0
30609,6343049.5
30610,3288643.5
30611,5726516.5
30612,7430810.0
30613,8690062.0
30614,18721264.0
30615,8038296.0
30616,5863449.5
30617,10070418.0
30618,5184720.0
30619,4710187.5
30620,2964283.5
30621,9574046.0
30622,9728220.0
30623,6461269.5
30624,6926494.5
30625,8202854.5
30626,6660255.0
30627,7617494.5
30628,6508728.5
30629,5326982.5
30630,5056417.0
30631,6418686.5
30632,4103077.0
30633,6387135.0
30634,12120996.0
30635,9632294.0
30636,5759069.5
30637,9532170.0
30638,6476851.0
30639,8680148.0
30640,4747749.5
30641,8964086.0
30642,6647391.0
30643,8528068.0
30644,9683674.0
30645,7783518.5
30646,5582643.5
30647,4986159.5
30648,26521766.0
30649,2576167.5
30650,5304061.0
30651,3651011.8
30652,4553914.0
30653,8275062.5
30654,4936814.0
30655,14058416.0
30656,4136051.8
30657,6691188.0
30658,9275742.0
30659,5080151.0
30660,8601582.0
30661,6990655.0
30662,8578966.0
30663,17133678.0
30664,13687164.0
30665,6395022.0
30666,2935572.0
30667,4453296.5
30668,8562786.0
30669,5267959.0
30670,2611374.5
30671,8574160.0
30672,16195196.0
